phone,amount,comment
 8 800 349 68 71,   36401,manual
79955591045,оплата,error
 8 800 180 90 38,оплата,ok
+7 974  5927210,сумма,manual
+7 994  4376365,   33607   ,test
 8 800 338 56 57,оплата,test
 8 800 722 97 40,   33176   ,ok
  89510669964 ,   12563   ,test
79986514746,сумма,import
  89897168936 ,N/A,error
  89934847375 ,сумма,ok
+7 967  9780367,оплата,test
8 925 294 53 75,   41724   ,import
8 931 962 91 77,37144   ,ok
  89154734600 ,N/A,test
8 983 216 95 78,сумма,error
+7 949  5253827,N/A,ok
8 953 256 41 11,оплата,error
79551321617,сумма,import
  89975792232 ,N/A,test
79736160525,   2826   ,error
  89598154635 ,   1951,manual
79613441868,17845   ,ok
+7 935  6539701,сумма,manual
8 910 821 56 70,97713   ,test
  89966935129 ,31615   ,ok
79713313846,   21398,ok
79718509436,N/A,manual
+7 936  4534053,   2642,import
8 973 214 36 84,77402   ,ok
79200296528,сумма,test
8 936 897 31 35,   10716   ,ok
79681969728,сумма,error
 8 800 252 59 53,769   ,import
8 967 154 75 65,оплата,manual
+7 934  6505124,   52191,ok
  89964833099 ,сумма,manual
  89495312421 ,   23792   ,import
8 976 687 16 40,   22349   ,test
79263373763,   6741   ,ok
79291423261,55658   ,error
8 920 950 72 70,   57755,ok
79551402880,   42141,manual
+7 994  2079019,   23845,manual
  89238257592 ,   72475,manual
8 934 259 34 14,N/A,manual
79453653722,оплата,import
 8 800 484 79 18,оплата,ok
  89762311355 ,9783   ,ok
  89335358774 ,оплата,manual
79417170183,12320   ,manual
 8 800 528 35 27,оплата,test
 8 800 762 74 11,оплата,import
 8 800 705 24 35,оплата,ok
+7 972  6688934,   55342,error
8 936 807 26 36,сумма,test
79471434543,   6049   ,ok
  89254463369 ,31695   ,error
 8 800 252 94 39,   5915   ,import
8 935 165 92 12,37836   ,error
 8 800 830 97 95,   83150,import
 8 800 627 58 59,   81149,ok
+7 997  8467793,   84019,manual
 8 800 485 85 35,   31820   ,error
  89160374390 ,   37468,manual
  89385285923 ,   27387   ,manual
 8 800 900 59 78,   11916,manual
+7 947  2106216,оплата,import
79845938322,88906   ,test
 8 800 789 87 96,   7861   ,ok
79795695246,N/A,ok
+7 928  5198058,   66939,import
+7 934  1716027,98403   ,test
 8 800 375 72 34,   40972,test
79127996244,сумма,error
 8 800 295 25 82,сумма,ok
8 985 856 95 88,   37866   ,error
+7 991  3380974,85880   ,manual
+7 961  5838822,   14327   ,manual
 8 800 995 64 73,   54596,manual
8 949 122 14 19,сумма,manual
79998587882,N/A,error
79865280684,45913   ,test
 8 800 430 74 68,сумма,ok
8 982 815 53 90,оплата,test
8 956 910 70 60,N/A,manual
 8 800 774 50 23,   9820   ,manual
+7 977  1011550,сумма,import
+7 969  4267113,   27875,test
79766813545,   48779,error
  89554604096 ,сумма,manual
+7 972  1724361,75793   ,import
  89606596692 ,N/A,manual
+7 989  8111387,N/A,import
8 994 522 28 20,   80303,test
8 934 464 30 94,   25233   ,error
  89875299887 ,оплата,import
 8 800 984 82 62,   47678,ok
 8 800 555 92 62,N/A,import
79406467424,сумма,ok
  89530861426 ,N/A,error
  89498167546 ,   55203,ok
8 960 355 11 61,40984   ,import
8 998 317 85 33,5564   ,error
+7 999  5192548,37330   ,manual
8 932 741 67 91,   78187,test
+7 958  3113964,оплата,manual
 8 800 834 91 96,оплата,ok
+7 960  4664047,сумма,manual
 8 800 904 41 58,оплата,test
8 951 661 36 44,N/A,error
  89782626622 ,28806   ,ok
  89068530706 ,   20968   ,ok
8 921 342 24 53,   30085   ,ok
+7 924  4828575,сумма,test
79266725770,сумма,error
8 914 428 39 56,сумма,error
+7 914  4209765,   6390   ,ok
  89811860783 ,   28485   ,import
8 936 444 51 39,   66344,error
8 939 239 81 26,   26794,import
79614615770,21579   ,error
8 978 674 94 57,оплата,test
  89474945498 ,N/A,manual
8 919 118 90 70,   6617   ,test
  89841258741 ,   5077   ,test
  89546599193 ,сумма,error
  89258558762 ,   11655,manual
8 931 451 17 16,   16161   ,ok
 8 800 550 98 59,оплата,error
  89065136423 ,N/A,error
8 981 873 88 17,N/A,manual
8 952 713 75 50,сумма,ok
79906369372,сумма,error
8 956 246 69 70,   62570,manual
79710264635,N/A,ok
79839054839,   93254,ok
 8 800 324 90 20,сумма,test
  89541837130 ,оплата,test
+7 940  9205820,   2933   ,ok
79230470890,   18726,import
  89022248732 ,сумма,ok
 8 800 491 10 25,сумма,manual
  89921847739 ,N/A,test
8 936 868 39 53,   29002   ,import
79997237211,N/A,test
+7 999  7823009,N/A,manual
+7 927  8239515,94159   ,ok
8 960 927 91 67,   15717   ,import
+7 946  9674018,   83076,manual
  89737798187 ,   53841,ok
 8 800 672 78 49,   53243,import
  89174962227 ,сумма,error
 8 800 182 67 89,22167   ,test
79638331425,сумма,import
  89792884658 ,оплата,manual
 8 800 255 97 87,   15983   ,ok
8 986 158 79 71,   85332,import
8 974 621 39 35,оплата,test
 8 800 498 66 96,   20483   ,error
 8 800 357 96 82,сумма,ok
+7 924  4654442,оплата,test
8 962 780 29 95,N/A,ok
8 938 521 13 55,N/A,manual
8 934 425 45 42,N/A,error
 8 800 192 93 93,N/A,manual
 8 800 503 70 21,N/A,ok
79334512398,оплата,import
+7 991  6746833,N/A,ok
8 944 749 90 49,   47590,import
8 944 102 24 63,   72209,ok
  89320171982 ,33331   ,ok
79504420550,сумма,manual
79810930211,N/A,manual
79624875769,50824   ,error
 8 800 285 51 27,оплата,error
+7 996  6666273,   38197,test
+7 920  7520348,оплата,error
 8 800 695 13 97,N/A,test
8 928 142 63 23,   42688,import
+7 916  4452120,оплата,test
 8 800 602 89 39,94347   ,error
  89381439065 ,51691   ,test
  89586499177 ,   27767   ,manual
  89661928578 ,   37155,manual
79583784991,N/A,manual
  89608386362 ,   67148,test
 8 800 290 61 82,   85553,test
  89274569200 ,   84202,import
 8 800 769 64 70,23665   ,error
+7 937  3969697,сумма,ok
+7 954  9682845,42716   ,ok
8 938 612 77 17,   30308   ,import
 8 800 478 38 22,   37510   ,manual
+7 928  9448902,оплата,test
 8 800 711 76 37,90030   ,test
79897774796,   26719,manual
79466472861,сумма,ok
  89939644132 ,оплата,test
+7 942  7690144,47080   ,manual
 8 800 719 86 33,N/A,error
 8 800 492 88 45,N/A,ok
+7 952  7932442,сумма,manual
+7 947  4701541,оплата,error
79326961929,   70563,import
 8 800 630 41 10,сумма,import
8 945 303 17 14,   42728   ,test
+7 987  2763684,оплата,manual
+7 986  9137653,   80232,ok
+7 950  9031850,   33944   ,manual
79553678926,оплата,error
8 954 213 29 38,сумма,manual
8 975 111 74 73,N/A,ok
  89408252690 ,   22977   ,error
+7 923  4681604,   31475,error
+7 998  5024981,N/A,test
8 924 158 84 72,   26481   ,import
  89633289629 ,N/A,error
8 956 725 44 15,97775   ,ok
8 993 537 56 83,N/A,manual
+7 983  7968231,N/A,import
+7 927  9969979,   78244,manual
8 923 261 61 46,39941   ,manual
79487946311,сумма,error
 8 800 949 38 28,35357   ,import
 8 800 718 44 83,   32885   ,error
79287600032,сумма,error
+7 944  1783732,оплата,ok
 8 800 103 29 77,6307   ,import
 8 800 621 89 42,оплата,error
 8 800 660 93 15,   74392,ok
79227172248,N/A,ok
+7 999  6735111,70227   ,manual
  89643602128 ,N/A,test
8 983 862 42 72,оплата,error
  89213325955 ,   32495,manual
+7 996  4708261,   11891   ,error
  89482356035 ,   41679   ,import
 8 800 293 47 30,   21204,manual
79243703051,12158   ,error
79687964734,   25744   ,ok
8 912 477 24 44,N/A,import
 8 800 833 64 49,   18683   ,manual
+7 988  8326799,сумма,manual
 8 800 337 44 86,оплата,error
79538473108,сумма,manual
79118525341,   3647,test
8 951 315 25 43,   96520,error
  89075423778 ,оплата,manual
  89172366107 ,оплата,manual
+7 928  8808159,   24906,manual
 8 800 133 83 80,   1439   ,error
 8 800 489 21 25,   53733,manual
+7 943  7998609,N/A,import
8 924 224 28 17,85376   ,test
  89800631723 ,сумма,error
+7 944  7394829,25885   ,ok
79663935447,   58761,import
  89222883278 ,сумма,import
  89579850492 ,   25792   ,error
 8 800 490 32 72,оплата,manual
8 922 557 22 41,сумма,manual
  89764308885 ,сумма,import
+7 919  8292922,   40817   ,import
8 919 740 33 68,оплата,test
 8 800 703 98 86,   73960,import
  89735426299 ,92349   ,manual
 8 800 686 32 14,   60469,ok
 8 800 294 69 55,   61153,ok
79619963431,сумма,test
8 941 974 18 21,   6762,ok
+7 976  5552104,   83180,import
 8 800 295 73 77,13705   ,manual
  89891909926 ,оплата,test
+7 999  6663188,N/A,test
79752195676,   49166,test
+7 985  2606865,сумма,test
 8 800 718 92 22,25270   ,test
  89250803578 ,   41579,import
 8 800 760 19 71,N/A,test
8 931 222 65 88,оплата,ok
79600693690,сумма,test
 8 800 926 53 28,   8803   ,error
79215328580,оплата,import
+7 962  1122941,N/A,test
79490291914,сумма,ok
+7 941  1232352,18337   ,ok
 8 800 403 88 51,   27231   ,error
  89018046389 ,92553   ,error
 8 800 238 96 97,сумма,ok
  89288623200 ,сумма,manual
+7 998  3824037,   22111   ,manual
79475186850,   42112   ,import
79481667837,37278   ,manual
 8 800 420 74 51,оплата,ok
+7 992  5274761,83528   ,error
 8 800 204 85 24,оплата,error
8 973 302 28 93,оплата,import
79228440826,   42724   ,ok
+7 932  5039890,оплата,import
+7 914  4294153,оплата,import
8 935 409 58 19,53340   ,test
8 925 121 20 75,оплата,manual
79269733660,N/A,test
8 941 797 97 87,оплата,test
79473795871,N/A,test
+7 933  3726548,33081   ,ok
79172538126,сумма,manual
 8 800 531 56 58,   35713,error
+7 997  9123007,N/A,test
79840552776,   16925   ,ok
  89370483907 ,   40767,error
79291603336,90543   ,manual
  89757284845 ,сумма,error
79993775235,сумма,manual
+7 968  4932048,сумма,manual
+7 976  4628166,   31069,test
8 962 546 34 76,оплата,error
 8 800 273 63 11,57150   ,ok
 8 800 910 73 47,12886   ,error
 8 800 319 23 10,сумма,manual
  89963433087 ,оплата,import
8 963 463 30 53,   33433   ,ok
 8 800 925 94 43,63598   ,ok
  89883871281 ,49445   ,test
 8 800 964 98 14,оплата,error
 8 800 603 38 74,оплата,ok
8 949 551 88 99,   51095,test
8 932 687 64 89,11410   ,error
  89126956087 ,47731   ,error
  89727575742 ,   82116,error
8 959 788 20 69,   30022   ,error
  89201997697 ,   1205   ,error
8 931 341 75 50,сумма,error
8 963 219 97 27,63676   ,ok
  89872636153 ,   18085,ok
8 927 469 86 36,N/A,import
+7 910  7561220,оплата,test
79224874394,   45354,error
79181744870,10774   ,import
 8 800 923 49 15,32221   ,manual
8 983 528 49 64,   47857   ,ok
 8 800 430 33 50,сумма,ok
8 953 480 75 47,   22973   ,ok
79177141677,оплата,import
+7 938  3999903,N/A,import
79847826306,сумма,manual
+7 912  6577291,оплата,error
  89686426750 ,оплата,test
+7 911  7187790,оплата,manual
  89329143021 ,сумма,manual
  89476248294 ,   70773,test
+7 976  8414571,оплата,error
+7 935  8446002,N/A,test
  89267816806 ,   93127,error
+7 967  3265408,сумма,import
79617428934,   10052   ,manual
+7 918  2536270,N/A,import
  89663927204 ,оплата,test
  89665713863 ,   9449   ,ok
+7 995  4842890,сумма,manual
+7 949  4430183,   44995   ,import
+7 960  3568863,сумма,error
+7 915  4577985,N/A,test
 8 800 258 30 30,сумма,import
  89185801784 ,30381   ,ok
 8 800 298 36 55,сумма,test
  89640188793 ,   7462   ,error
 8 800 465 93 80,сумма,manual
79680562890,сумма,error
  89665022359 ,N/A,test
8 939 277 53 17,   26978   ,import
79768282422,сумма,manual
 8 800 555 77 26,35102   ,error
 8 800 354 49 38,   17069   ,ok
+7 989  4635740,сумма,manual
  89127416943 ,оплата,test
+7 931  9445542,N/A,test
+7 924  4924056,   49992   ,test
 8 800 835 24 29,   26089,ok
 8 800 866 57 97,94712   ,ok
79853791850,   62496,error
 8 800 165 11 14,оплата,error
  89276263369 ,сумма,ok
 8 800 925 45 62,   4054,ok
79460244474,сумма,import
8 954 115 90 15,N/A,error
 8 800 113 43 20,42650   ,test
79654092403,29733   ,test
 8 800 202 42 67,N/A,ok
+7 967  6263923,67666   ,ok
79606905501,N/A,manual
8 976 782 10 59,27864   ,test
8 997 360 88 10,оплата,error
 8 800 292 54 19,   37646   ,error
79720025291,оплата,test
 8 800 265 24 22,   26874   ,import
+7 926  8338179,45787   ,import
+7 996  2075964,   16549,manual
+7 971  4559988,оплата,ok
79140279883,оплата,test
8 966 757 98 82,оплата,manual
79401078385,   18382,test
8 932 135 76 47,31798   ,manual
  89409320078 ,N/A,ok
79115873142,   36500   ,test
79555256128,90734   ,ok
 8 800 830 31 55,сумма,error
+7 958  1991456,N/A,manual
 8 800 396 18 67,N/A,import
 8 800 355 43 16,оплата,error
+7 979  7524601,оплата,test
8 920 107 69 58,   45545   ,test
8 948 144 94 85,оплата,manual
79411541954,сумма,manual
79146221668,   23385   ,error
79876378966,2474   ,import
8 984 953 84 47,   74808,manual
  89374482199 ,   42675,ok
  89889303921 ,N/A,import
 8 800 918 84 60,сумма,ok
79270927922,   14208   ,import
  89055417235 ,   27176   ,error
79200719759,N/A,manual
  89451270716 ,N/A,manual
+7 935  7927142,   44399,import
+7 914  8804004,15637   ,test
  89993355454 ,оплата,manual
8 923 346 46 34,74243   ,import
+7 951  5603325,   39362,error
8 971 513 31 44,81858   ,manual
+7 923  2266737,оплата,test
 8 800 996 17 55,N/A,test
79594438549,оплата,import
79550823235,оплата,import
  89565757736 ,   72495,manual
 8 800 862 55 71,N/A,ok
8 977 842 93 91,оплата,ok
8 999 703 76 12,N/A,ok
 8 800 274 74 98,сумма,manual
+7 969  2546029,оплата,error
  89433556622 ,   16269   ,test
79365169737,N/A,error
+7 977  9673221,90170   ,error
+7 937  8715521,   33003   ,ok
+7 968  2095388,14793   ,test
+7 947  6116121,   19047   ,ok
79849747949,68134   ,import
8 928 437 70 58,   34327   ,test
+7 990  2948665,оплата,error
  89036840993 ,сумма,ok
+7 948  8693930,5914   ,error
79401153401,оплата,ok
8 959 552 60 95,   52054,manual
8 937 542 26 63,72834   ,import
+7 966  3630199,82899   ,manual
79408339026,   31330   ,ok
 8 800 341 12 20,29845   ,import
+7 974  9231272,сумма,test
8 940 649 77 22,85910   ,ok
79220241080,сумма,ok
  89097090256 ,оплата,import
79693386002,N/A,import
79109033256,   45381,import
79203165398,   21055   ,test
  89892546559 ,оплата,import
79884965492,   71526,test
8 935 544 76 98,84399   ,ok
8 990 565 81 15,   34511,import
79279287193,сумма,test
 8 800 934 45 90,   22078   ,error
 8 800 236 38 53,   43157,ok
  89705995515 ,оплата,error
79865764416,оплата,manual
79921326730,N/A,manual
 8 800 737 32 15,оплата,ok
  89297633791 ,сумма,import
 8 800 657 81 38,   21708,import
8 947 631 61 35,27159   ,test
8 990 529 19 95,90374   ,import
 8 800 991 36 87,40834   ,test
  89271455843 ,64461   ,manual
 8 800 519 29 84,N/A,error
8 988 432 37 37,оплата,import
  89407087723 ,61765   ,import
79283097856,   26505   ,test
  89015604761 ,N/A,import
79961593507,   81680,test
+7 959  6962153,оплата,error
  89696293262 ,оплата,manual
  89049124768 ,   94314,import
79559063314,   32565,error
  89638786792 ,   32177   ,test
 8 800 746 71 69,19663   ,import
  89703296650 ,37487   ,import
+7 976  8678251,   83572,manual
79735751830,   2487,test
8 954 816 45 44,оплата,error
  89523660913 ,   53123,test
  89192582845 ,   50545,test
8 944 591 32 94,   42213,ok
+7 982  9304755,33382   ,error
+7 964  5642096,   75870,ok
+7 956  5023851,   52340,error
 8 800 988 58 80,оплата,test
+7 998  1428446,сумма,test
+7 942  6205708,оплата,import
79212872237,сумма,error
+7 940  4456799,оплата,manual
8 962 557 88 75,сумма,ok
+7 957  6270734,N/A,ok
  89190331578 ,сумма,test
79173774492,сумма,ok
+7 957  1508046,   11847   ,import
+7 964  7073829,   30615   ,test
8 980 327 10 79,   3224   ,error
8 978 735 57 34,16445   ,import
  89945719530 ,сумма,import
8 997 288 14 37,оплата,test
 8 800 175 53 70,оплата,ok
  89001952946 ,оплата,test
+7 923  9294016,оплата,test
+7 980  7139725,N/A,manual
 8 800 630 54 78,41570   ,manual
  89258598604 ,   12989,manual
79468507118,оплата,error
79551988624,65392   ,import
+7 976  1255780,оплата,ok
  89615174816 ,оплата,ok
8 945 125 61 69,   9077   ,manual
+7 973  2082838,N/A,manual
79449780387,сумма,manual
79194729738,сумма,test
+7 952  8443223,   13303,test
  89300522805 ,сумма,test
79760359668,N/A,error
  89839362559 ,оплата,error
 8 800 677 45 95,14484   ,ok
 8 800 321 13 66,57154   ,error
8 991 494 93 46,оплата,test
 8 800 833 27 27,оплата,manual
79706578266,оплата,import
  89033711851 ,   15792   ,manual
 8 800 192 70 61,N/A,import
79720480046,N/A,error
8 918 243 83 84,91049   ,import
 8 800 787 18 20,N/A,import
 8 800 280 77 97,сумма,ok
  89639175246 ,   15192,ok
8 998 577 35 82,N/A,manual
  89469654499 ,сумма,import
 8 800 436 98 76,сумма,error
  89457475168 ,N/A,test
8 976 394 64 93,   27081   ,import
  89946013802 ,оплата,manual
 8 800 234 19 19,81146   ,manual
  89832047893 ,N/A,error
79376637813,сумма,test
  89088982627 ,сумма,error
+7 910  4972407,   30008   ,import
  89519703678 ,оплата,manual
  89364615642 ,29345   ,error
79219960050,оплата,import
79763682147,95742   ,error
 8 800 195 16 14,   85332,error
 8 800 305 22 44,N/A,import
+7 916  7061535,N/A,manual
79662195210,N/A,ok
+7 997  9115774,N/A,error
  89903726880 ,оплата,error
8 982 168 83 56,сумма,test
+7 986  1587853,12295   ,ok
  89676200321 ,50689   ,ok
+7 962  2406316,19130   ,test
8 924 841 26 51,сумма,import
  89242341938 ,63489   ,test
+7 939  5436296,N/A,manual
79789128416,   31296   ,import
+7 937  6578793,   11898   ,ok
  89460297115 ,   47210   ,ok
 8 800 292 98 18,оплата,test
8 972 538 45 22,сумма,import
  89156921794 ,сумма,manual
+7 968  9470785,   25299   ,error
8 916 354 74 19,оплата,test
8 985 383 94 11,   23180   ,import
 8 800 710 67 23,93197   ,manual
79763447833,   44296,test
  89591450834 ,сумма,test
 8 800 377 40 43,оплата,import
+7 970  9110243,оплата,manual
 8 800 780 60 98,сумма,ok
  89583536859 ,   32670   ,manual
+7 996  6978098,11595   ,manual
+7 953  6971071,сумма,test
 8 800 858 74 53,   95530,import
79986694140,52742   ,ok
  89486482096 ,сумма,error
+7 944  4381566,   55474,test
 8 800 375 26 82,95747   ,manual
+7 946  2120737,   3235   ,manual
+7 935  2585006,   4796   ,ok
+7 917  7392781,оплата,ok
79886271634,98068   ,manual
+7 942  8131179,сумма,test
  89978908648 ,67772   ,manual
+7 945  3687345,N/A,manual
+7 914  6472430,оплата,ok
8 913 921 57 25,   3214,ok
+7 921  2124777,   47980   ,manual
  89349658797 ,оплата,manual
79114612449,43885   ,ok
8 980 790 54 15,   10570   ,error
 8 800 203 90 30,оплата,ok
 8 800 578 25 21,   11088   ,error
 8 800 311 33 88,N/A,ok
+7 936  2233287,60845   ,test
  89026945035 ,сумма,error
  89471419871 ,сумма,ok
  89532554005 ,56195   ,error
  89769149227 ,N/A,ok
79932551134,N/A,test
+7 932  9503789,31361   ,test
79888134563,   30272   ,test
+7 955  3269491,оплата,error
  89287741850 ,N/A,error
 8 800 751 89 22,   4874   ,import
8 937 558 35 98,   10901   ,manual
 8 800 459 28 77,N/A,error
8 941 117 35 71,N/A,ok
79865887886,сумма,error
79829156257,сумма,test
79812623478,   30061   ,manual
 8 800 914 19 81,оплата,manual
+7 928  1824466,оплата,error
  89728065613 ,   70743,test
+7 917  7667913,оплата,ok
  89868146663 ,сумма,test
 8 800 542 95 32,89687   ,error
 8 800 176 48 43,   17032   ,ok
+7 926  9310003,оплата,error
+7 948  5460892,   96404,error
8 995 429 86 87,62103   ,ok
  89573101965 ,сумма,error
  89371197254 ,16241   ,ok
8 955 285 63 90,   39379   ,ok
79994646878,65217   ,manual
79741204197,89041   ,test
8 959 920 82 46,20310   ,error
  89948076628 ,оплата,import
 8 800 680 32 62,оплата,ok
  89829960052 ,сумма,test
79380590484,   37450   ,test
+7 968  6573920,   32869   ,import
 8 800 672 90 58,   28640   ,manual
79431629413,сумма,error
8 919 922 94 10,   39987   ,manual
+7 974  4660523,43064   ,ok
+7 914  9174867,оплата,import
 8 800 434 33 49,   53665,import
  89513717213 ,   27382,error
+7 987  1367195,   37868   ,import
8 981 738 47 60,оплата,error
8 983 422 30 76,оплата,manual
+7 982  3712268,сумма,manual
+7 986  9731577,оплата,ok
+7 928  5670467,оплата,error
 8 800 699 19 63,оплата,error
+7 975  8244466,оплата,import
79567896788,сумма,manual
8 970 721 99 84,   1584   ,error
 8 800 377 56 46,18479   ,manual
79127202849,N/A,manual
  89457028830 ,   46003,import
+7 929  9652395,   98905,test
  89985702730 ,оплата,import
+7 961  2692103,28751   ,import
79731505968,оплата,test
+7 920  9884587,63365   ,test
+7 914  4545070,сумма,import
  89658694813 ,N/A,error
 8 800 190 86 67,   75214,test
8 992 882 58 68,45336   ,import
8 996 555 68 42,N/A,import
  89678224102 ,   39676   ,test
+7 991  3657123,   42836   ,manual
79701655933,N/A,import
+7 999  6799510,   24262,manual
  89942609913 ,84775   ,manual
79252765820,оплата,test
  89082246493 ,   4269,import
8 943 180 69 59,N/A,test
  89206814445 ,оплата,test
+7 978  6920604,сумма,ok
  89068408833 ,сумма,error
8 944 782 61 21,   9339,test
 8 800 341 64 50,   21251   ,manual
8 958 430 43 80,   35063   ,manual
8 971 201 52 26,40341   ,import
  89196271007 ,оплата,error
 8 800 247 75 83,оплата,error
8 971 970 62 12,   13610   ,import
 8 800 964 51 51,оплата,error
+7 939  1661219,оплата,error
 8 800 223 83 48,оплата,error
+7 924  1544344,81548   ,error
79825969307,85711   ,test
  89279117635 ,оплата,manual
+7 988  5133835,45594   ,test
8 994 166 18 29,   27279   ,ok
 8 800 555 42 85,сумма,manual
+7 922  4619752,сумма,import
8 983 981 74 16,6533   ,test
 8 800 762 53 62,98923   ,error
+7 963  3356609,   30308   ,error
  89970122349 ,N/A,test
79397009412,52324   ,error
79230375329,оплата,ok
79107456318,   40454   ,manual
79339802711,59332   ,manual
79517845045,N/A,test
  89418951606 ,оплата,ok
  89308503853 ,N/A,ok
+7 918  3672544,оплата,import
+7 974  2014442,оплата,error
 8 800 251 41 47,   56643,error
+7 987  4812526,   29492   ,manual
8 960 119 34 29,оплата,test
  89968428213 ,оплата,error
+7 929  8506678,   13841   ,manual
+7 981  7149596,N/A,ok
+7 957  1750593,оплата,test
  89707111206 ,33773   ,ok
8 992 950 54 78,   73619,error
+7 963  6214866,сумма,manual
 8 800 895 56 98,   28989   ,import
8 952 468 25 40,сумма,error
+7 926  4550589,оплата,test
  89955099985 ,   20226   ,error
79225062992,   39065   ,manual
 8 800 800 16 11,   30951   ,manual
79621122352,сумма,error
79268456423,   8864   ,test
+7 959  2628276,сумма,import
8 986 996 33 34,сумма,ok
8 971 559 66 89,79001   ,error
8 914 817 72 26,32369   ,ok
 8 800 590 47 90,сумма,manual
+7 915  2776026,оплата,import
 8 800 931 21 41,   28819,manual
