phone;amount;comment
79553678926;оплата;error
79542132938;сумма;manual
79751117473;N/A;ok
79408252690;22977;error
79234681604;31475;error
79985024981;N/A;test
79241588472;26481;import
79633289629;N/A;error
79567254415;97775;ok
79935375683;N/A;manual
79837968231;N/A;import
79279969979;78244;manual
79232616146;39941;manual
79487946311;сумма;error
88009493828;35357;import
88007184483;32885;error
79287600032;сумма;error
79441783732;оплата;ok
88001032977;6307;import
88006218942;оплата;error
88006609315;74392;ok
79227172248;N/A;ok
79996735111;70227;manual
79643602128;N/A;test
79838624272;оплата;error
79213325955;32495;manual
79964708261;11891;error
79482356035;41679;import
88002934730;21204;manual
79243703051;12158;error
79687964734;25744;ok
79124772444;N/A;import
88008336449;18683;manual
79888326799;сумма;manual
88003374486;оплата;error
79538473108;сумма;manual
79118525341;3647;test
79513152543;96520;error
79075423778;оплата;manual
79172366107;оплата;manual
79288808159;24906;manual
88001338380;1439;error
88004892125;53733;manual
79437998609;N/A;import
79242242817;85376;test
79800631723;сумма;error
79447394829;25885;ok
79663935447;58761;import
79222883278;сумма;import
79579850492;25792;error
88004903272;оплата;manual
79225572241;сумма;manual
79764308885;сумма;import
79198292922;40817;import
79197403368;оплата;test
88007039886;73960;import
79735426299;92349;manual
88006863214;60469;ok
88002946955;61153;ok
79619963431;сумма;test
79419741821;6762;ok
79765552104;83180;import
88002957377;13705;manual
79891909926;оплата;test
79996663188;N/A;test
79752195676;49166;test
79852606865;сумма;test
88007189222;25270;test
79250803578;41579;import
88007601971;N/A;test
79312226588;оплата;ok
79600693690;сумма;test
88009265328;8803;error
79215328580;оплата;import
79621122941;N/A;test
79490291914;сумма;ok
79411232352;18337;ok
88004038851;27231;error
79018046389;92553;error
88002389697;сумма;ok
79288623200;сумма;manual
79983824037;22111;manual
79475186850;42112;import
79481667837;37278;manual
88004207451;оплата;ok
79925274761;83528;error
88002048524;оплата;error
79733022893;оплата;import
79228440826;42724;ok
79325039890;оплата;import
79144294153;оплата;import
79354095819;53340;test
79251212075;оплата;manual
79269733660;N/A;test
79417979787;оплата;test
79473795871;N/A;test
79333726548;33081;ok
79172538126;сумма;manual
88005315658;35713;error
79979123007;N/A;test
79840552776;16925;ok
79370483907;40767;error
79291603336;90543;manual
79757284845;сумма;error
79993775235;сумма;manual
79684932048;сумма;manual
79764628166;31069;test
79625463476;оплата;error
88002736311;57150;ok
88009107347;12886;error
88003192310;сумма;manual
79963433087;оплата;import
79634633053;33433;ok
88009259443;63598;ok
79883871281;49445;test
88009649814;оплата;error
88006033874;оплата;ok
79495518899;51095;test
79326876489;11410;error
79126956087;47731;error
79727575742;82116;error
79597882069;30022;error
79201997697;1205;error
79313417550;сумма;error
79632199727;63676;ok
79872636153;18085;ok
79274698636;N/A;import
79107561220;оплата;test
79224874394;45354;error
79181744870;10774;import
88009234915;32221;manual
79835284964;47857;ok
88004303350;сумма;ok
79534807547;22973;ok
79177141677;оплата;import
79383999903;N/A;import
79847826306;сумма;manual
79126577291;оплата;error
79686426750;оплата;test
79117187790;оплата;manual
79329143021;сумма;manual
79476248294;70773;test
79768414571;оплата;error
79358446002;N/A;test
79267816806;93127;error
79673265408;сумма;import
79617428934;10052;manual
79182536270;N/A;import
79663927204;оплата;test
79665713863;9449;ok
79954842890;сумма;manual
79494430183;44995;import
79603568863;сумма;error
79154577985;N/A;test
88002583030;сумма;import
79185801784;30381;ok
88002983655;сумма;test
79640188793;7462;error
88004659380;сумма;manual
79680562890;сумма;error
79665022359;N/A;test
79392775317;26978;import
79768282422;сумма;manual
88005557726;35102;error
88003544938;17069;ok
79894635740;сумма;manual
79127416943;оплата;test
79319445542;N/A;test
79244924056;49992;test
88008352429;26089;ok
88008665797;94712;ok
79853791850;62496;error
88001651114;оплата;error
79276263369;сумма;ok
88009254562;4054;ok
79460244474;сумма;import
79541159015;N/A;error
88001134320;42650;test
79654092403;29733;test
88002024267;N/A;ok
79676263923;67666;ok
79606905501;N/A;manual
79767821059;27864;test
79973608810;оплата;error
88002925419;37646;error
79720025291;оплата;test
88002652422;26874;import
79268338179;45787;import
79962075964;16549;manual
79714559988;оплата;ok
79140279883;оплата;test
79667579882;оплата;manual
79401078385;18382;test
79321357647;31798;manual
79409320078;N/A;ok
79115873142;36500;test
79555256128;90734;ok
88008303155;сумма;error
79581991456;N/A;manual
88003961867;N/A;import
88003554316;оплата;error
79797524601;оплата;test
79201076958;45545;test
79481449485;оплата;manual
79411541954;сумма;manual
79146221668;23385;error
79876378966;2474;import
79849538447;74808;manual
79374482199;42675;ok
79889303921;N/A;import
88009188460;сумма;ok
79270927922;14208;import
79055417235;27176;error
79200719759;N/A;manual
79451270716;N/A;manual
79357927142;44399;import
79148804004;15637;test
79993355454;оплата;manual
79233464634;74243;import
79515603325;39362;error
79715133144;81858;manual
79232266737;оплата;test
88009961755;N/A;test
79594438549;оплата;import
79550823235;оплата;import
79565757736;72495;manual
88008625571;N/A;ok
79778429391;оплата;ok
79997037612;N/A;ok
88002747498;сумма;manual
79692546029;оплата;error
79433556622;16269;test
79365169737;N/A;error
79779673221;90170;error
79378715521;33003;ok
79682095388;14793;test
79476116121;19047;ok
79849747949;68134;import
79284377058;34327;test
79902948665;оплата;error
79036840993;сумма;ok
79488693930;5914;error
79401153401;оплата;ok
79595526095;52054;manual
79375422663;72834;import
79663630199;82899;manual
79408339026;31330;ok
88003411220;29845;import
79749231272;сумма;test
79406497722;85910;ok
79220241080;сумма;ok
79097090256;оплата;import
79693386002;N/A;import
79109033256;45381;import
79203165398;21055;test
79892546559;оплата;import
79884965492;71526;test
79355447698;84399;ok
79905658115;34511;import
79279287193;сумма;test
88009344590;22078;error
88002363853;43157;ok
79705995515;оплата;error
79865764416;оплата;manual
79921326730;N/A;manual
88007373215;оплата;ok
79297633791;сумма;import
88006578138;21708;import
79476316135;27159;test
79905291995;90374;import
88009913687;40834;test
79271455843;64461;manual
88005192984;N/A;error
79884323737;оплата;import
79407087723;61765;import
79283097856;26505;test
79015604761;N/A;import
79961593507;81680;test
79596962153;оплата;error
79696293262;оплата;manual
79049124768;94314;import
79559063314;32565;error
79638786792;32177;test
88007467169;19663;import
79703296650;37487;import
79768678251;83572;manual
79735751830;2487;test
79548164544;оплата;error
79523660913;53123;test
79192582845;50545;test
79445913294;42213;ok
79829304755;33382;error
79645642096;75870;ok
79565023851;52340;error
88009885880;оплата;test
79981428446;сумма;test
79426205708;оплата;import
79212872237;сумма;error
79404456799;оплата;manual
79625578875;сумма;ok
79576270734;N/A;ok
79190331578;сумма;test
79173774492;сумма;ok
79571508046;11847;import
79647073829;30615;test
79803271079;3224;error
79787355734;16445;import
79945719530;сумма;import
79972881437;оплата;test
88001755370;оплата;ok
79001952946;оплата;test
79239294016;оплата;test
79807139725;N/A;manual
88006305478;41570;manual
79258598604;12989;manual
79468507118;оплата;error
79551988624;65392;import
79761255780;оплата;ok
79615174816;оплата;ok
79451256169;9077;manual
79732082838;N/A;manual
79449780387;сумма;manual
79194729738;сумма;test
79528443223;13303;test
79300522805;сумма;test
79760359668;N/A;error
79839362559;оплата;error
88006774595;14484;ok
88003211366;57154;error
79914949346;оплата;test
88008332727;оплата;manual
79706578266;оплата;import
79033711851;15792;manual
88001927061;N/A;import
79720480046;N/A;error
79182438384;91049;import
88007871820;N/A;import
88002807797;сумма;ok
79639175246;15192;ok
79985773582;N/A;manual
79469654499;сумма;import
88004369876;сумма;error
79457475168;N/A;test
79763946493;27081;import
79946013802;оплата;manual
88002341919;81146;manual
79832047893;N/A;error
79376637813;сумма;test
79088982627;сумма;error
79104972407;30008;import
79519703678;оплата;manual
79364615642;29345;error
79219960050;оплата;import
79763682147;95742;error
88001951614;85332;error
88003052244;N/A;import
79167061535;N/A;manual
79662195210;N/A;ok
79979115774;N/A;error
79903726880;оплата;error
79821688356;сумма;test
79861587853;12295;ok
79676200321;50689;ok
79622406316;19130;test
79248412651;сумма;import
79242341938;63489;test
79395436296;N/A;manual
79789128416;31296;import
79376578793;11898;ok
79460297115;47210;ok
88002929818;оплата;test
79725384522;сумма;import
79156921794;сумма;manual
79689470785;25299;error
79163547419;оплата;test
79853839411;23180;import
88007106723;93197;manual
79763447833;44296;test
79591450834;сумма;test
88003774043;оплата;import
79709110243;оплата;manual
88007806098;сумма;ok
79583536859;32670;manual
79966978098;11595;manual
79536971071;сумма;test
88008587453;95530;import
79986694140;52742;ok
79486482096;сумма;error
79444381566;55474;test
88003752682;95747;manual
79462120737;3235;manual
79352585006;4796;ok
79177392781;оплата;ok
79886271634;98068;manual
79428131179;сумма;test
79978908648;67772;manual
79453687345;N/A;manual
79146472430;оплата;ok
79139215725;3214;ok
79212124777;47980;manual
79349658797;оплата;manual
79114612449;43885;ok
79807905415;10570;error
88002039030;оплата;ok
88005782521;11088;error
88003113388;N/A;ok
79362233287;60845;test
79026945035;сумма;error
79471419871;сумма;ok
79532554005;56195;error
79769149227;N/A;ok
79932551134;N/A;test
79329503789;31361;test
79888134563;30272;test
79553269491;оплата;error
79287741850;N/A;error
88007518922;4874;import
79375583598;10901;manual
88004592877;N/A;error
79411173571;N/A;ok
79865887886;сумма;error
79829156257;сумма;test
79812623478;30061;manual
88009141981;оплата;manual
79281824466;оплата;error
79728065613;70743;test
79177667913;оплата;ok
79868146663;сумма;test
88005429532;89687;error
88001764843;17032;ok
79269310003;оплата;error
79485460892;96404;error
79954298687;62103;ok
79573101965;сумма;error
79371197254;16241;ok
79552856390;39379;ok
79994646878;65217;manual
79741204197;89041;test
79599208246;20310;error
79948076628;оплата;import
88006803262;оплата;ok
79829960052;сумма;test
79380590484;37450;test
79686573920;32869;import
88006729058;28640;manual
79431629413;сумма;error
79199229410;39987;manual
79744660523;43064;ok
79149174867;оплата;import
88004343349;53665;import
79513717213;27382;error
79871367195;37868;import
79817384760;оплата;error
79834223076;оплата;manual
79823712268;сумма;manual
79869731577;оплата;ok
79285670467;оплата;error
88006991963;оплата;error
79758244466;оплата;import
79567896788;сумма;manual
79707219984;1584;error
88003775646;18479;manual
79127202849;N/A;manual
79457028830;46003;import
79299652395;98905;test
79985702730;оплата;import
79612692103;28751;import
79731505968;оплата;test
79209884587;63365;test
79144545070;сумма;import
79658694813;N/A;error
88001908667;75214;test
79928825868;45336;import
79965556842;N/A;import
79678224102;39676;test
79913657123;42836;manual
79701655933;N/A;import
79996799510;24262;manual
79942609913;84775;manual
79252765820;оплата;test
79082246493;4269;import
79431806959;N/A;test
79206814445;оплата;test
79786920604;сумма;ok
79068408833;сумма;error
79447826121;9339;test
88003416450;21251;manual
79584304380;35063;manual
79712015226;40341;import
79196271007;оплата;error
88002477583;оплата;error
79719706212;13610;import
88009645151;оплата;error
79391661219;оплата;error
88002238348;оплата;error
79241544344;81548;error
79825969307;85711;test
79279117635;оплата;manual
79885133835;45594;test
79941661829;27279;ok
88005554285;сумма;manual
79224619752;сумма;import
79839817416;6533;test
88007625362;98923;error
79633356609;30308;error
79970122349;N/A;test
79397009412;52324;error
79230375329;оплата;ok
79107456318;40454;manual
79339802711;59332;manual
79517845045;N/A;test
79418951606;оплата;ok
79308503853;N/A;ok
79183672544;оплата;import
79742014442;оплата;error
88002514147;56643;error
79874812526;29492;manual
79601193429;оплата;test
79968428213;оплата;error
79298506678;13841;manual
79817149596;N/A;ok
79571750593;оплата;test
79707111206;33773;ok
79929505478;73619;error
79636214866;сумма;manual
88008955698;28989;import
79524682540;сумма;error
79264550589;оплата;test
79955099985;20226;error
79225062992;39065;manual
88008001611;30951;manual
79621122352;сумма;error
79268456423;8864;test
79592628276;сумма;import
79869963334;сумма;ok
79715596689;79001;error
79148177226;32369;ok
88005904790;сумма;manual
79152776026;оплата;import
88009312141;28819;manual
79164841432;47589;manual
79247410839;13689;manual
79187353974;17271;import
79404062524;16499;import
79288886737;сумма;test
88002058131;49011;manual
88002919515;оплата;test
79213293664;39904;import
79174415076;7528;import
79891728219;80739;manual
79650252875;34412;ok
88001422097;49093;error
79947123510;90789;manual
79245179275;N/A;import
79640211836;N/A;test
88006016553;оплата;import
79292202951;38224;ok
79767877212;N/A;import
79841519033;N/A;import
79448504962;оплата;ok
79642205429;N/A;manual
79509654876;25234;ok
79475257495;27167;manual
79954828737;N/A;ok
79884509227;62461;manual
79161251656;N/A;test
79299348504;оплата;test
79535419482;N/A;ok
88001846158;5721;ok
79507711738;сумма;import
79763344199;N/A;import
79216655655;20465;manual
88003019446;72940;manual
88004012577;оплата;manual
79933511107;33132;test
79289096996;92654;test
79330809232;35262;ok
79396369921;30627;import
79046923162;21741;error
88003917547;8264;test
79838841702;сумма;test
79397066688;оплата;manual
88003536198;66101;import
88009954291;оплата;ok
79201296816;91613;test
88008878134;17420;manual
88008128065;31390;ok
88007243886;сумма;error
79461615782;оплата;test
88002362944;42947;ok
79151940775;сумма;error
88001204950;67066;ok
79231744783;7904;import
79413708629;13993;error
88004349699;N/A;ok
88004408834;22436;manual
79404570372;N/A;error
88005721641;N/A;import
79626866634;сумма;manual
79547016728;91881;manual
79203455561;7073;ok
79457884162;сумма;ok
79388775157;оплата;manual
79219684696;17142;import
79863637169;85830;test
79756489666;N/A;manual
79554746576;сумма;test
79991663186;N/A;error
79321693629;N/A;error
79767285916;оплата;import
79718003433;оплата;error
79361932614;N/A;manual
79864401337;64830;error
79225844639;N/A;test
79772288244;43492;ok
79116405076;N/A;error
79708365931;N/A;manual
88003947864;14842;ok
79409932265;49500;test
79761638760;85008;ok
79954867175;оплата;ok
79444969256;70049;error
79557405159;99167;error
79323247461;56806;error
79365173042;оплата;ok
79855665509;сумма;test
79447436706;N/A;ok
88009719236;93795;error
79918277496;36332;error
79216752184;57181;ok
79533982697;13422;error
79268881766;77028;manual
79466840124;18636;error
79154739262;93952;import
79169631033;19983;import
88003472559;1376;ok
79278752784;21573;error
79968579988;40597;test
79837745524;N/A;ok
79458781225;67187;import
79455417559;6463;import
79431297983;40252;error
79848484548;30589;manual
79485263757;8624;test
88005814561;сумма;manual
79399220811;сумма;test
79513347522;60924;ok
88008947950;41539;import
79355622873;N/A;test
79758005798;52996;error
79969393194;33504;manual
79937503235;N/A;manual
79525500752;30271;ok
79235314991;74647;ok
88005849591;45872;import
88001762279;61821;test
79194727735;19736;ok
79867897208;сумма;error
79770296554;3647;manual
79538605104;сумма;manual
79361319248;оплата;ok
79053300154;43384;import
88005547954;оплата;import
79477532481;18749;test
79656121412;4029;error
79767397053;сумма;import
79695086549;N/A;manual
79521669537;оплата;error
88003791911;оплата;error
79270871854;сумма;test
79461722951;25142;import
79845735687;сумма;test
79716059797;сумма;import
79966841984;сумма;ok
79686375819;63268;import
88003682416;45056;ok
79402914461;78832;error
79800823570;сумма;manual
79414596045;42509;test
79206136846;оплата;ok
88001566710;35084;import
79781532277;95121;import
79514227930;45435;import
79916278712;11124;import
79867857488;85544;import
79529359578;80498;ok
79816457010;46186;import
88008213659;N/A;ok
79189066337;83119;ok
79266045165;оплата;import
79500242475;N/A;error
79206909697;20120;test
79843989032;33654;test
79743696632;22156;test
79343175620;сумма;error
79256028397;10725;import
79021989180;31209;manual
79465716747;56773;manual
79242969579;49446;error
79779291651;сумма;error
79599468770;89310;test
88004131390;сумма;ok
79364111552;44530;test
79865009065;сумма;ok
79903986569;67079;manual
79745503621;77452;manual
79552908783;15376;test
79836515650;47887;error
79542421356;42879;test
79471759133;22406;test
79227499643;N/A;import
88008184037;13343;ok
79853134454;оплата;test
79820755467;33508;error
88008025446;19489;error
88007387264;сумма;test
79630959201;оплата;manual
88001103997;52217;import
88003397331;70904;test
79599565054;50563;test
79545219474;23098;ok
79568632528;10984;manual
79844445634;25833;error
79178813151;оплата;ok
88008256664;75641;error
79981004238;69937;test
79302401002;сумма;import
79958272555;оплата;manual
79241554004;17007;ok
79165987634;оплата;ok
88006303580;оплата;import
79582187758;оплата;manual
79888142855;34521;test
79012789718;оплата;ok
79631885292;сумма;ok
88008077898;оплата;import
88005234494;85675;ok
79867413154;N/A;ok
79151799444;10736;ok
88007673455;56034;test
79624774344;оплата;import
79135763784;сумма;error
79394764766;сумма;ok
79541907598;N/A;error
79761944865;95581;test
88004781787;30714;error
79940522163;11610;manual
79553190406;19535;ok
88003946859;N/A;test
88007683777;93717;ok
79359638924;сумма;test
79765649202;50221;import
88009164652;сумма;manual
79170804102;10920;ok
79751062525;сумма;ok
79746466198;65593;ok
88003347911;оплата;test
79474432580;11784;error
79467987549;90665;ok
79444516943;оплата;test
88008642848;сумма;import
79773645767;оплата;import
79722493880;оплата;ok
88003577179;оплата;error
88003797421;сумма;error
79564726039;N/A;manual
79815194659;4541;manual
79582209912;сумма;import
88009572367;80002;error
79448816222;сумма;manual
88007219774;оплата;test
88002543418;7652;import
79617592545;50275;import
79857371291;сумма;test
88009145984;N/A;error
79776837484;сумма;import
88008328794;42537;test
79256009209;2901;test
79908408175;сумма;manual
79273347765;сумма;test
79512952875;N/A;ok
88006128644;сумма;manual
79082983904;оплата;manual
79303578858;оплата;manual
79800513242;11506;error
79399164059;8034;manual
79595649143;19737;import
88001863424;57254;ok
88009722346;сумма;ok
79195830746;4942;test
79175606289;оплата;import
88001319867;сумма;import
79421751113;сумма;error
88004412765;оплата;error
79195967216;51554;manual
79770759526;43887;manual
79509258828;64418;test
79409571278;10653;manual
88006684026;813;error
79293080944;N/A;ok
79889156041;78414;import
79863301383;сумма;import
79748575025;оплата;error
79882368933;42055;manual
79836663167;N/A;manual
79962056498;70833;test
79144426172;сумма;manual
79277659171;15023;error
79902670623;32547;manual
79356976550;оплата;import
88004551120;45404;test
79952953438;сумма;error
79469871962;N/A;import
79142511574;5498;test
88005242036;24067;error
79334072386;оплата;import
88001046465;N/A;test
79051900145;оплата;error
79229209387;22433;ok
88008282667;45509;ok
79475811333;36177;import
79585362915;оплата;ok
79977849833;41803;import
79842937039;76361;manual
79877478040;сумма;test
79441932896;сумма;manual
79909085947;49405;manual
88008703677;40065;error
79863571320;N/A;ok
79344419365;25599;manual
79388737437;сумма;ok
79659016147;оплата;manual
79782392378;N/A;error
79957284656;сумма;error
79713505932;оплата;manual
79355168053;оплата;import
79169053506;24167;test
79633324899;N/A;import
79666215068;сумма;import
79941837861;22426;error
79408284614;N/A;ok
79355597911;60507;error
79734484388;сумма;ok
79537674016;оплата;test
79449687161;сумма;import
79361487884;оплата;test
79557922356;оплата;ok
79565353151;21619;test
88004709649;N/A;test
79643935377;47711;manual
79442164189;21211;manual
79790273928;оплата;manual
79335866857;67599;manual
88008663666;37469;ok
79463600726;54413;manual
79613593247;сумма;import
79654698572;26558;import
79508171810;44822;ok
79529163449;сумма;import
79836225531;34469;ok
79284787003;N/A;error
79852344492;52482;ok
88005423199;N/A;ok
79517147910;26655;test
79551247067;N/A;error
79629754965;71339;ok
79578784664;сумма;test
79650470784;49388;manual
79258638844;N/A;import
79557452612;N/A;test
79112214237;N/A;error
79103517944;оплата;ok
79948442012;30156;ok
79422123572;N/A;test
79986043229;оплата;manual
79266535754;N/A;error
79933698419;44813;import
88003743279;N/A;ok
88006587439;81212;import
88001271810;сумма;manual
79176890388;сумма;ok
79509256508;сумма;error
79996790785;сумма;test
79949081255;8147;import
79487867356;36395;test
79483684558;N/A;error
79291312612;оплата;ok
88008909332;78565;manual
79854592240;сумма;error
79166891258;4063;error
79375424547;76073;error
79872698870;N/A;ok
79309283684;27070;ok
79261335678;сумма;manual
79488711444;сумма;error
79927558624;сумма;ok
79997384229;N/A;import
79016246103;N/A;error
79811682254;26901;error
79247923742;64041;error
79959092317;N/A;ok
79748512934;сумма;error
79681548928;98712;error
88001037231;839;import
79258348460;87690;import
79461344317;72211;manual
79801384017;64933;test
79176732551;оплата;import
79969973253;сумма;test
79101240433;N/A;test
79647729607;65255;ok
79188418193;сумма;ok
79233359076;19451;test
79299306107;сумма;import
79662788015;сумма;error
88002753660;оплата;test
79412773625;74383;import
79550363195;сумма;manual
79878475303;оплата;import
79544420034;40777;ok
79842011202;98375;ok
79164225011;69930;import
79532561603;N/A;import
79551264713;сумма;ok
88006525871;46925;ok
88002386334;46587;import
